Artist + song,Track ID,reducedGenre
"Hanny - Peter, Ik Vertrouw Je Voor Geen Meter",3lfBn0bPCjB8yPgbpNWJO2,Pop
Shamen - Move Any Mountain - Progen 91,3lS02zlBbIaTynR3jLOckT,Electronic
Boyz II Men - Motownphilly,4LxIGAVfcQIw0zAQRyFhU8,R&B
Army Of Lovers - Crucified,09OKEiKltU6AvvrEtE92OY,Pop
Bonnie St. Claire - Zeven Jaren,0sB4wjcvEOjf9WXw1u6clT,Pop
Culture Beat - No Deeper Meaning,3X7mMGH2TQkWFJa9eDExFp,Pop
Human Resource - Dominator,1ANiI74xQ3bcd8VJ9WHf8q,Classical
RollingStones - Sexdrive,5Vb5ZB7DU7ufAStDicDqUu,Rock
Roxette - The Big L.,7clAoRZzh75zAQXsPYkKgZ,Pop
R*S*F (Right Said Fred) - I'm Too Sexy,1MQrMQwfqjgOjXEUaN9AMd,Pop
Lenny Kravitz - Fields Of Joy,0XcR8kUxhai3H7wqB0R2eE,Rock
Praga Khan feat. J.J. - Kick Back For The Rave Alarm - Rap Remix,4W8uNU8xl64fPyDz8PAfLR,Pop
Guns N' Roses - Don't Cry,2N2yrmodOnVF10mKvItC9P,Rock
PM Dawn - Set Adrift On Memory Bliss,093UVG0vgKjxj4UDjLIulw,R&B
L.A. Style - James Brown Is Dead,5EEsZl9wCWtPHXoi9I9PY7,Pop
Frankie Knuckles - Whistle Song,0DwAc0Z8Td3jv5frUznqu1,Electronic
Simply Red - Something Got Me Started,0DJnqFhVWoTDs58JPem5Zh,Rock
Mariah Carey - Emotions,0cELvuwJW1acISUHYB6suj,Pop
Simple Minds - Stand By Love,5mYlt4d2hgYM0OuhfAjvXB,Rock
Marky Mark and The Funky Bunch (featuring Loletta Holloway) - Good Vibrations,5hWdgGVcfTeLPAiHM6EZG9,Electronic
Black Box - Everybody Everybody,6wBMTv8yTiNh50fqTkT0JC,Electronic
Bad English - Straight To Your Heart,3FUnv761z4m18RjaObRxmV,Rock
Bryan Adams - Can't Stop This Thing We Started,4e80zUwo7YuhNHs9OokSG0,Rock
Julian Lennon - Saltwater,1U0ryjeAFtS8EHKyZuFxfh,Folk/Acoustic
Henk Wijngaard - Ik Moet Nog Wat Jaren Mee,2yMBYpVLZjw5F75pGqa8bL,Rock
Young Disciples - Apparently Nothin',5tjFtfGhmq1emybxdG6gIl,Jazz
Salt-N-Pepa - Let's Talk About Sex!,6hTBP6QLwJdxbKyLlLXrGo,Hip Hop
Rozalla - Everybody's Free (To Feel Good),1PrlCxehcEi0KvIwKzJuOl,Electronic
Nomad - Something Special,1SUrmTCQHkcS5GZaQVWq0y,Electronic
Texas - Why Believe In You,3qm6JUelngc3uHQtvdDJKf,Rock
Color Me Badd - I Adore Mi Amor,05R2lE5g9hnaSmxIrUl3C0,R&B
André Van Duin - 35 Koeien,5Mef9RIepb5Gpn3eMJK59t,Pop
Garland Jeffreys - Hail Hail Rock 'n Roll,6dtiPdmZXVPW8s4kh5RDP5,Rock
Banda Blanca - Sopa De Caracol,4V8uHuLaBRxQ02H4YNCOO7,Latin
Tina Turner - Nutbush City Limits,06yREZ9X92R2e9RJpdzZ2O,R&B
Pater Moeskroen - Roodkapje,01QmoOfiZd9JAvRqJGOgOc,Rock
Gordon - Kon Ik Maar Even Bij Je Zijn,0vWOq4z0mDYs0GSs7imUEd,Pop
La Toya Jackson - Sexbox,7oNwIY8IcBwAExXofBjDsx,R&B
Roch Voisine - On The Outside,06HFJdYN6F7G3o8FSaQ55i,Pop
Extreme - Hole Hearted,1cItNpcJskTVETprljc7HV,Metal
Joe Cocker - Night Calls,1pHmzDPJvQWFFePYae4RY5,Rock
Dennis Jones - Heart Of Gold,2RmFWdSjl4yvqbFYRkY5M4,Pop
Lisa Stansfield - Change,1GrCYvkH2DeuXTptRKUFw6,R&B
U2 - The Fly,4nBln1vXTHnJzXvNgvXyIA,Rock
Genesis - No Son Of Mine,6YsCavQbx3YITYsnIKvF3j,Rock
Heavy D and The Boyz - Is It Good To You,263jhaQ1USMgjDHHnRiQhF,Hip Hop
Oleta Adams - Don't Let The Sun Go Down On Me,2ykeRDZMyLHeOORYJYlhZn,Pop
Danny De Munk - Vrienden Voor Het Leven,5g7ZKyrJXShG1tAUnjQQEm,Rock
Queen - The Show Must Go On,5n6RDaGFSN88oRWuGtYAIN,Rock
Enya - Caribbean Blue,5KZ4DC772dYcRBAizx0yYk,World/Traditional
Slade - Radio Wall Of Sound,4WykbRLTLuq7K9JeabhuTJ,Rock
Robby Valentine - Over And Over Again,4iYDggcUrhO8h99n0gYCto,Rock
Dire Straits - Heavy Fuel,1ydZRag9jS1VAXcUs8DAu9,Rock
Corry Konings - Hitmedley,4gVdy1OHvFXXkCaBUH6jku,Pop
Tony Scott - Gimme Some (Swing It Baby),5bvMffmSF5Dc1Ej4rI0CpY,Hip Hop
Army Of Lovers - Obsession,7kDOMFX3JNYIKvrQqftOwY,Pop
Roxette - Spending My Time,6ELGFMaI6Nay6sWp7jWFrp,Pop
Michael Jackson - Black Or White,7EsjkelQuoUlJXEw7SeVV4,R&B
DJ Jazzy Jeff & The Fresh Prince - Ring My Bell,5l7XmwM537PxROfhKfpBjc,Hip Hop
Meghan Trainor feat. John Legend - Like I'm gonna lose you,2YlZnw2ikdb837oKMKjBkW,Pop
Twentyøne Piløts - Stressed out,3CRDbSIZ4r5MsZ0YwxuEkn,Pop
ellie goulding - something in the way you move,6Wytqpe4mfmyeT8s1xbczG,Pop
Broederliefde feat. Kalibwoy & SBMG - Alaka,1VUBnozAZ9KRY9mYzaSWM1,Hip Hop
Zayn - Pillowtalk,0PDUDa38GO8lMxLCRc4lL1,Pop
Anouk - Run away together,5HNTGn5VIRRBgMdFV09Zh3,Pop
Maan - Perfect world,2s6PWV5szgi5wv4RlcFRe1,Pop
Dua Lipa - Be the one,1ixphys4A3NEXp6MDScfih,Pop
Coldplay - Hymn for the weekend,3RiPr603aXAoi4GHyXx0uy,Pop
Charlie Puth - One call away,37R0bQOQj5a7DOqh1TGzvB,Pop
Tiësto + Oliver Heldens feat. Natalie la Rose - The right song,59yxjfkqhOPacjiolBHQDC,Electronic
Duke Dumont - Ocean drive,4b93D55xv3YCH5mT4p6HPn,Electronic
Selena Gomez - Hands to myself,3CJvmtWw2bJsudbAC5uCQk,Pop
Sia feat Sean Paul - Cheap thrills,378iszndTZAR4dH8kwsLC6,Pop
DNCE - Cake by the ocean,76hfruVvmfQbw0eYn1nmeC,Pop
Marco Borsato & Matt Simons - Breng me naar het water,5JzpyVGEXe87V15jPg883K,Pop
Douwe bob - Slow down,3YHPxuqHwfYUhoTWoNDwZt,Folk/Acoustic
Fifth Harmony feat. Ty Dolla $ign - Work from home,4tCtwWceOPWzenK2HAIJSb,Pop
Jay Sean ft. Sean Paul - Make my love go,5mMRgTxoeBjEAZdBjPGvaC,Pop
Ariana Grande - Dangerous woman,3nef5W8jTkXrOKgCu4kmq7,Pop
Fais ft. Afrojack - Hey,6KZmDucZFfvxGJkrHInbix,Pop
Ali B ft. Diggy Dex - Ik huil alleen bij jou,4IGlXv0WwGQmAkMLIEfbA0,Hip Hop
Robin Schulz & J.U.D.G.E. - Show me love,0aHOXu219Z4MqEKwiKsddl,Electronic
Tinie Tempah feat. Zara Larsson - Girls like,5BOZ4skcMubA0R6RD4zf64,Pop
Rochelle - All night long,1cXQsqfUvOsnwyEyzIWz8R,R&B
Willy William - Ego,7g3HQ4npoO3Zrp9Zia0J0E,Electronic
Kygo feat. Kodaline - Raging,2Vhd5uZB4brKHmM0MNxkZo,Pop
Walking On Cars - Speeding cars,4wLvmlgcHW5ZkNERDIDv5H,Folk/Acoustic
Maan - Ride it,7xdiXcJgNfDsergXOa3gTH,Pop
Meghan Trainor - No,0l0CvurVUrr2w3Jj1hOVFc,Pop
Desiigner - Panda,5YEOzOojehCqxGQCcQiyR4,Hip Hop
P!nk - Just like fire,7K5dzhGda2vRTaAWYI3hrb,Pop
Nielson & Jiggy Djé - Hotelsuite,0zpIIj4ibvMHLelA3ttsIx,Pop
Enrique Iglesias featuring Wisin - Duele el corazon,6YZdkObH88npeKrrkb8Ggf,Pop
James Bay - Best fake smile,3ZDqEhR3yfrcnOWi0g5YGD,Pop
Dvbbs feat. Shaun Frank & Delaney Jane - La la land,6YIWXrjPyaxjO96yz5ccg3,Electronic
Calvin Harris // Rihanna - This Is What You Came For,0azC730Exh71aQlOt9Zj3y,Pop
JT - Can't stop the feeling!,6JV2JOEocMgcZxYSZelKcc,Pop
Kungs vs Cookin' On 3 Burners - This girl,1A8j067qyiNwQnZT0bzUpZ,Electronic
Galantis - No money,0gb1J5UrTpzaU1s3nupgCd,Pop
Broederliefde feat. Frenna - Ik was al binnen,7L50xSfZiTi0uxgKLKGL7D,Hip Hop
Red Hot Chili Peppers - Dark necessities,2oaK4JLVnmRGIO9ytBE1bt,Rock
David Guetta feat. Zara Larsson - This one's for you,46NBoIAHrmR7qcUGCIFEjR,Pop
Gnash feat. Olivia O'Brien - I hate u I love u,7vRriwrloYVaoAe3a9wJHe,Pop
Coldplay - Up&Up,31L9yLXSj6LpCFupyMV6CR,Pop
Adele - Send my love (to your new lover),563SfWAHJs4FBZMkRN0IFN,Pop
Jonna Fraser ft. Broederliefde - Do or die,2Y63yg1Lgdp96IoiZIvjKz,Hip Hop
B-Brave ft. Sevn Alias - One night stand,2no9x9FRytP9PnB3CQPYSs,Pop
Mr Probz - Fine ass mess,1KJjsuZK2Ha5srohbBm4Dv,Electronic
Ariana Grande - Into you,76FZM38RC8XaAjJ77CVTNe,Pop
Alvaro Soler - Sofia,7Anr3v1UK6i30ef6coGQp7,Pop
Dua Lipa - Hotter than hell,5eTNdkstwKaNahHf41fJ9u,Pop
Jason Derulo - If it ain't love,5YHR8wBR5jXfGtP766NiAT,Pop
Broederliefde - Jungle,295hepw2obbNmOfPOu56td,Hip Hop
Shawn Mendes - Treat you better,3QGsuHI8jO1Rx4JWLUh9jd,Pop
"Major Lazer & MOTi feat. Ty Dolla $ign, Wizkid, Kranium - Boom",6kBXZ8j8IuJeRjb6kV6fol,Pop
Timeflies - Once in a while,6cREm4bV7V79Yxdilx9HDo,Hip Hop
Tiësto feat. John Legend - Summer nights,5f6RsonTFhC7T6nvXGQPeT,Electronic
Janieck - Feel the love - Sam Feldt edit,3kxwFmWdVNvaJKE0xNGHpQ,Pop
Mr. Polska & Teske - Samen,5K0gzrSNN4jD54hbBE5Z1F,Hip Hop
Bastille - Good grief,6IGA5YrFiEr5ANrMqKkR6H,Pop
Kent Jones - Dont mind,27PmvZoffODNFW2p7ehZTQ,Hip Hop
Twentyøne Piløts - Ride,2Z8WuEywRWYTKe1NybPQEW,Pop
Sam Feldt x Lucas & Steve feat. Wulf - Summer on you,4fX7AQ5ZMu7KHPQX6eWO5X,Electronic
Mø - Final song,2bGgjeG9jXddNlB8idfifU,Pop
Sak Noel & Salvi & Sean Paul - Trumpets,6ySwFZUT2Uut8WdHgTtHRy,Electronic
OneRepublic - Wherever I go,46jLy47W8rkf8rEX04gMKB,Pop
Major Lazer feat. Justin Bieber & Mø - Cold water,6Bjtr3tPdto5nyuLYf61sN,Pop
Katy Perry - Rise,1CwNogTShsnsn1C8UhRmYX,Pop
Clean Bandit feat. Louisa Johnson - Tears,7py16W5fWYLFFS6BElKAjn,Pop
Seeb feat. Neev - Breathe,0CvTKt7jr68v4YEg9oATjX,Electronic
Ali B & Brace & Kenny B - Let's go,0uGWI6gl1vKgb44oR9PtTM,Hip Hop
Mike Perry feat. Shy Martin - The ocean,2CPqh63wRVscbceKcPxwvv,Electronic
Martin Garrix & Bebe Rexha - In the name of love,23L5CiUhw2jV1OIMwthR3S,Pop
"Sevn Alias feat. Jason Futuristic, BKO, Jairzinho - Gass",4XmTCDUZe1UZC0svX49i7N,Hip Hop
Cheat Codes & Dante Klein - Let me hold you (turn me on),3aLWuWKHaTV4Ok7LKvXRYn,Pop
Dotan - Shadow wind,1dbO7v1g20mfRuXQKqeeyn,Pop
Lil' Kleine - Vakantie,0GSYhhIsSwnSXRrLj5VQKy,Hip Hop
Imany - Don't be so shy (Filatov & Karas remix),4bNqSJ92afDvDZiYgpckVf,Pop
Jason Derulo - Kiss the sky,0LiEC0RZvGaUISWv7lYsJL,Pop
Charlie Puth feat. Selena Gomez - We don't talk anymore,06KyNuuMOX1ROXRhj787tj,Pop
Ellie Goulding - Still falling for you,3odrUVQ9tvRpkC9II2oWzx,Pop
Lost Frequencies ft. Sandro Cavazza - Beautiful life,2n1lYSf8iDfSIYEBZJsS99,Electronic
Twenty One Pilots - Heathens,6i0V12jOa3mr6uu4WYhUBr,Pop
Culture Beat - World In Your Hands,0byMTjOLGLhXeKGWIyJsTB,Pop
Ace Of Base - Don't Turn Around,4SYMibQ93bfzOk6uzkF0dO,Pop
Beck - Loser,5NTZM8YYeKM2YsGSffVIge,Rock
Salt 'n' Pepa with En Vogue - Whatta Man,0Iw9WabkO1ILSfY8DnOks9,Electronic
Gordon - Ik Bel Je Zomaar Even Op,6VkX27oCx01OhDjI8ESv2U,Pop
Take That - Everything Changes,5pMKlHomx2n08mW9V6pjOK,Pop
Sonic Surfers - Don't Give It Up,5oIWttKKSWsdYZDpkjCioz,Pop
UB40 - C'est La Vie,11ziwT3Hlfi4Eec0exgtVN,Pop
Whigfield - Saturday Night,59VRFpPnC8pOhIH2WCWXF9,Pop
Nico Landers - Liefde In De Nacht (Love Is In The Air),1ArKp3cMrE4QppWIFrVzgj,Rock
Madonna - I'll Remember - Theme From With Honors,00U0pedRUMEzREpyRqbVT6,Pop
Ruth Jacott - Vrij Met Mij,2iBTBvjRoWbMGKjLtqTnQT,Pop
Waltari - So Fine,1JtGlx2hterUcvJt4WAiGb,Metal
Henk Wijngaard - De Zon Schijnt In M'n Cabine,3JmaApKVrsokgAGeZXETHM,Rock
Metallica - One,5IX4TbIR5mMHGE4wiWwKW0,Metal
East 17 - House Of Love,0HgDGw5QDBIfDCTIrdV1Tx,Pop
U96 - Inside Your Dreams,0mHwbvyFva4akR4c42Hf4e,Electronic
Crash Test Dummies - Mmm Mmm Mmm Mmm,31v2AQlx4pDI7kmnLxBkem,Rock
D:ream - U R The Best Thing,7srYj4zv0DOJidLiDFdwxP,Electronic
Toni Braxton - Another Sad Love Song,70iDnqYvxCPl3mPd3ddxgD,R&B
Willeke Alberti - Waar Is De Zon,72WaXgWcQwiFNE6YWhsH3B,Pop
Primal Scream - Rocks,3rcjhifzy0XkdBHXL3xsfr,Rock
Bertus Staigerpaip - Hou Je Kop!,6TbykFvVtkybw4Ch0AbLUq,Pop
Normaal - Doe Effen Normaal,5bshM4JzJDH4FK48Ikki5J,Rock
Crystal Waters - 100% Pure Love,0dfQwyoZoS9LgQiU6AJO7f,Electronic
Enigma - The Eyes Of Truth,15zUyQPa91SOSeBf3w4ofr,Electronic
2 Unlimited - The Real Thing,2cQgtv1ClQd4EMkLh8XCwh,Pop
Westbam - Celebration Generation,5hxkymi6hECItbVd3SXqJe,Electronic
Corona - The Rhythm Of The Night,0ofMkI3jzmGCElAOgOLeo3,Electronic
Urban Cookie Collective - High On A Happy Vibe,2GE9kKTWqGgOgmJ6gz2wPe,Electronic
André Hazes en Het Nederlands Elftal - Ik Heb U Lief Mijn Nederland,5ZLkc5RY1NM4FtGWEd6HOE,Rock
Magic Affair - Give Me All Your Love,0J3tqHTOXhVDtlxwel1suS,Pop
CJ Lewis - Sweets For My Sweet,3zefafmHC7wjl6Yg7QHz96,Electronic
Pretenders - I'll Stand By You,3Nf8oGn1okobzjDcFCvT6n,Rock
Tony Di Bart - The Real Thing,2wXR8YvHDtAo664c3W81e3,Electronic
Rage Against The Machine - Bombtrack,2rBHnIxbhkMGLpqmsNX91M,Rock
Blur - Girls & Boys,5CeL9C3bsoe4yzYS1Qz8cw,Rock
C'est Tout - Olé In The USA,5qGtNgVXx9lNJdcHRPvDT0,Pop
Jon Secada - If You Go,267iIR5zovTVMwSIGaqIkR,Rock
Dries Roelvink - Door Jou Ga Ik Leven,6eTlCx1uTdlqLKdwflMSIC,Rock
Youssou N'Dour & Neneh Cherry - 7 Seconds,76D5nfZbYzZYfUZKGy73jy,World/Traditional
Pearl Jam - Dissident,1NnUbdEvJigY0ARnoOgDrv,Rock
Maxx - No More (I Can't Stand It),6JXghpembwocSY1Ky0TxTt,Electronic
Roxette - Crash! Boom! Bang!,6RpIFxTwkNIVuO5pV9ui9G,Pop
Aerosmith - Crazy,3QxKpdTB8ZSFn8MGeCCpsQ,Rock
2 Brothers On The 4th Floor (featuring: Des'ray and D-Rock) - Dreams (Will Come Alive),4Fqm5rqB0WMx0hPOwgRjFr,Pop
Cappella - U & Me,2HRGab0cQqCAr3hx6CR0uI,Electronic
Paul Harrington & Charlie McGettigan - Rock 'n' Roll Kids,4qVX2nHuFlVNp6AOVrDBGb,Folk/Acoustic
East 17 - Around The World,0Ek1Jt3GiTnyDwiQu0eqQq,Pop
CB Milton - Hold On (If You Believe In Love),5KyoqQA9BuzC56CTQ0sIF8,Pop
Prince Ital Joe feat. Marky Mark - United,0f3cKxB4avKAHNgucJ6S9O,Pop
Pink Floyd - Take It Back,6ATouqjf03zPCRCwE892UN,Rock
Joe Cocker - Summer In The City,1iL3mf4SA0iemXFHN4GVXy,Rock
Mariah Carey - Anytime You Need A Friend,6tsBYvprVAntHx8rQLedqn,Pop
The Prodigy - No Good (Start The Dance),2Jb5Qyy37fdGOTJ6iPYq1y,Electronic
Björk - Big Time Sensuality,5diiEB0edX69v9x3e96NyO,Pop
Wet Wet Wet - Love Is All Around,0PCGfA36HrVPmsBZJ57zOU,Pop
Inner Circle - Games People Play,6IzmhQOhzgvo2tnRhYjAeO,R&B
"Big Mountain - Baby, I Love Your Way",1Rvl8qsKJurfFTyWLBI9ib,R&B
Twenty 4 Seven featuring Stay-C and Nance - Leave Them Alone,6LVHXnJLazdDKYzzcpUQDm,Pop
Andrea Bocelli - Il Mare Calmo Della Sera,05THAQTm5v2cyClKqsqPpk,Classical
Rolling Stones - Love Is Strong,3Is1ugfPG3hdFWTq15nNBV,Rock
Dire Straits - Ticket To Heaven,4Uzv9ZmajuHh2tJzpATR3T,Rock
Atlantic Ocean - Body In Motion,1D1ZnDcO6PjO4Q9qHLcxR8,Electronic
Queen - We Are The Champions,1lCRw5FEZ1gPDNPzy1K4zW,Rock
Laura Pausini - Gente,2qh9MrNUJN456h9URt6dgn,Pop
Van Dik Hout - Stil In Mij,3xOiF0xnt47PgOwprICudF,Pop
Take That - Love Ain't Here Anymore,5QhPuzoBLERgnnE0PSl5pt,Pop
TNN - La Cucamarcha,1IFPnSHzSHCW089k2RlE08,Pop
All-4-One - I Swear,4WUnM4KNZ0kjp0CUeoyOnS,R&B
Grid - Swamp Thing,2TU5HRSj7cSjkKwNzF8NhS,Electronic
Soundgarden - Black Hole Sun,2EoOZnxNgtmZaD8uUmz2nD,Rock
"Dawn Penn - You Don't Love Me (No, No, No)",0INtJm8gCJKtNaAYQNVlpZ,R&B
Gun ((1994)) - Word Up,3wgkx9oWQ9EP2AhgAxB5Ap,Rock
Aswad - Shine,1abBJRmGX2jLvE0b0GDmFV,R&B
Rednex - Cotton Eye Joe,06hsdMbBxWGqBO0TV0Zrkf,Pop
Kristine W - Feel What You Want,7J9pHOGy2F7KwIXAvqFB0p,Electronic
"Hanny - Sex, Mannen En Geld",6VTCvAlcD7OFzThxi0jQfN,Pop
Tina Turner - Love Thing,5aSzAqrAOtzYjWYj4YHJLz,Rock
Dingetje - Kaplaarzen (De Rubberen Laarzen),4u4wbBxUIWeQch9PhOTrqP,Pop
Dinah Washington - Mad About The Boy,1c7ELD4W6VyoKTglc4zzUH,Blues
Mr. Big ((USA)) - To Be With You,3Mmt6Xk0H6VR92PEp6x3hP,Metal
Shakespears Sister - Stay,51YxkVZOPfnBqTHCnK1AU3,Pop
Prince and The New Power Generation - Money Don't Matter 2 Night,4H5h8oKpjpxmD5oxatzApL,Rock
Annie Lennox - Why,2fYYmPNwDaNpw1KRSxpQ5H,Rock
Ozzy Osbourne - No More Tears,7w6PJe5KBPyvuRYxFkPssC,Metal
Crowded House - Weather With You,6tXnRSvuNgOq4QcxpIN54r,Rock
The Scene - Zuster,3gMSw53AlLf1KOUxJs9Gri,Rock
Yothu Yindi - Treaty,5lLG6WZWtUr54BBau9ijbb,Country
Queen - Who Wants To Live Forever,3SGP8It5WDnCONyApJKRTJ,Rock
U96 - Das Boot,5A3IdgGphzKS2etiGFB73S,Electronic
Salt 'n' Pepa - Do You Want Me,7BdXC4KjI0xKd1pNYw8B61,Hip Hop
Ten Sharp - Rich Man,1uM3glcCXw7HcdnuqutB6E,Rock
Hammer - Do Not Pass Me By,1Q5JAMGJaqP3wvKvTqduHY,Hip Hop
"Cock Van Der Palm - Feyenoord, Feyenoord",6D38iD4eXL2DFD0cemRPDi,Pop
Marco Borsato - Un Po' Bambino,53E9k5oGkeQJ50sGFNJcAf,Pop
Double You? - Please Don't Go,0bwNb4KRkhzahJJMFsGoPR,Pop
Vanessa Williams - Save The Best For Last,7okbmgA8lRBGl5limZ7LFM,R&B
Soul II Soul - Joy,7wMPIfuVKfwG5Lty9hGDgO,R&B
Genesis - Hold On My Heart,0qbhFj4bVrguIZViOJOs36,Rock
Bashung - Osez Joséphine,3XJG4svqKswsr2ixWNgjg1,Easy listening
"Tom Browne - Funkin' For Jamaica (1991 7"" Remix)",43b0f4L8Jr5KGKbsU7SYET,R&B
Snap! - Rhythm Is A Dancer,5mFQCdbvuzVATC7tP7XsPp,Electronic
Izabella - Shame Shame Shame,3aLdMSdbozssm2mBroOn1Q,Rock
Right Said Fred - Deeply Dippy,67BzvrVzJvX66bMenu5ZEG,Pop
Naughty By Nature - O.P.P.,1k28sDTLOz942qa3wEtMQE,Hip Hop
Zhype - Used To Be Your Lover,6sOMpAwR9hrdT3Ny1rOU9Y,R&B
Grant & Forsyth - Turning Over New Leaves,5tgk7IanmV7NaqZQ52O6eP,Pop
Michael Jackson - In The Closet,5Fy40smNxk0j5OpFMtvfaU,R&B
Def Leppard - Let's Get Rocked,0LoH6lFQLNscy3RyljAewK,Rock
Shawn Christopher - Don't Lose The Magic,1tdfiSE0sC95hib1ChBn8z,Electronic
Koos Alberts - Ik Zal Er Altijd Voor Je Wezen,11JYPKSLGbXFmtMWKJkB9N,Rock
The Cure - High,1G5cCZhEI67suiGvSWAiZz,Rock
Tevin Campbell - Tell Me What You Want Me To Do,0IhHkW1fnUSMEcLSHmKhrJ,R&B
Lionel Richie - Do It To Me,4tzqUn1y5GNrV0dKV9S5vC,Rock
Kris Kross - Jump,27AHAtAirQapVldIm4c9ZX,Hip Hop
Metallica - Nothing Else Matters,0nLiqZ6A27jJri2VCalIUs,Metal
Lidell Townsell - Nu Nu,0qMUoCJmSPCjeej1d6g85A,Electronic
Swing Out Sister - Am I The Same Girl,2qt6D1Al6WaW98UJ8ANmc7,Pop
Iron Maiden - Be Quick Or Be Dead,7xa3dJQMzBVzsrZ81tNcHP,Metal
Stella - Over 'n Uur,3iG0aXrhngbzAlMgcJsY3G,Pop
Rene Froger - Man With A Mission,249gA95Ealyq4lYAKYWx51,Rock
Wet Wet Wet - More Than Love,0vR9dhOkdRBPAATfgd2WBl,Pop
En Vogue - My Lovin' (You're Never Gonna Get It),3R97rNX7JnmshCWBwOSFet,R&B
ZZ Top - Viva Las Vegas,7hB5TG3xxRBvBxX4ROayVL,Rock
Kim Wilde - Love Is Holy,5puR1Yrkthnfr8MbShGcw8,Rock
Henk Westbroek - Waar Ze Loopt Te Wandelen,0cn4EV3Hk3uAU2tFpShjsV,Pop
2 Unlimited - Workaholic,00309sp8DDeN07RtAyBKIX,Pop
Guns N' Roses - Knockin' On Heaven's Door,4JiEyzf0Md7KEFFGWDDdCr,Rock
Loïs Lane - Qualified,5yjubODuaXfjd7S8TaMrL6,Pop
Clouseau - Vanavond Ga Ik Uit,7mwsunw7CkyEyYVQSgsero,Pop
André Hazes - Samen Kunnen We Europa Aan,3etbKmYtTqgeDtFx41CTgV,Rock
Gary Moore - Story Of The Blues,5jdevj3pmG9TxvLTtuj0W3,Blues
Ugly Kid Joe - Everything About You,3YgkTpILtOWngT7PVHg8kO,Metal
Joe Public - Live And Learn,4eoli5b55cvAkvwP4tB1TF,R&B
"Feyenoord Rotterdam - Selectie '92 - Feyenoord ""Wij Houden Van Die Club""",7A1hUawMLf8eVnQAs77GPq,Pop
Rowwen Hèze - Kroenenberg,41FEVDEUBjqD73J7VujaG7,Pop
Londonbeat - You Bring On The Sun,4QGUlo1swUpXduW23JM57S,Electronic
Bruce Springsteen - Better Days,0ZAPZ3ub3HEfwSJ8nhX9qe,Rock
Linda Martin - Why Me?,3Y81Q8dLI74Mgi1wbXvscv,Pop
Raúl Orellana - Gypsy Rhythm,23gtFemB4wT21Le78LIXn5,Electronic
Saskia & Serge - Als Je Zachtjes Zegt 'Ik Hou Van Jou',4lMMiZYA5sWffhCtuNxKvW,Pop
Elton John - The One,2stzPKoUdtHcA4LlEu2ayw,Rock
Indecent Obsession - Kiss Me,1R0mCjyQ8S70tOg1HnzGY5,Pop
Annie Lennox - Precious,2QSjqNJVJEiVB03Epb2mIx,Rock
Dire Straits - The Bug,6wnCJqUzFMwqEHs05NgVxr,Rock
George Michæl - Toofunky,4fW718TtzWhIfGMc6owKzZ,Pop
Robbie & The Kock - Ajax Is Art,00EYhnRHcIPN5lgSVyQpn3,R&B
Marillion - Sympathy,4Qfr1wU7KhPuojQ4imQFBV,Rock
SL2 - On A Ragga Tip,7gX6Y2jhsrVqu9qIrxpPof,Electronic
The Scene - Open,4CnQKTs0q1JYQNnVjRbsow,Rock
U2 - Even Better Than The Real Thing,4bK2vKMdkS0rNhbzRqAZe0,Rock
Incognito - Don't You Worry 'bout A Thing,6W0tadR4h853lh9emTqwyp,R&B
HousEK'92 - Aanvallen,1kTaQk89TmbGByXlrW0IxQ,Electronic
Lisa Stansfield - Set Your Loving Free,7rJdvN5qRuLvo041pBh6L7,R&B
Mariah Carey - I'll Be There - Unplugged,2exGHTlYAUQ5UX4e7Uqc79,Pop
Celine Dion and Peabo Bryson - Beauty And The Beast,7B3UAPLYAbwXVgbHSKEaTw,Pop
Queen - We Will Rock You ; We Are The Champions - Live At Wembley'86,4pbJqGIASGPr0ZpGpnWkDn,Rock
Sophie B. Hawkins - Damn I Wish I Was Your Lover,7kmfQ2QHwGqRCxVHDv5mzo,Folk/Acoustic
Gordon - Jong Voor Altijd,7uR5QRgCQakPBxVqGFh5ae,Pop
U96 - I Wanna Be A Kennedy,0ANbFGntABqyaVxCljFjFX,Electronic
Dr. Alban - It's My Life,4TOGkYS141L15SkVosAp7Z,Pop
Rotterdam Termination Source - Poing,1HZOK4vPIkIB0XVPV9trRg,Electronic
Lennon - Instant Karma!,2BkXpZSvPoUDMLI2Xw9kAL,Rock
Jovanotti - Libera L'anima,4Qtgele9bH3iO3f8bXEVP7,Pop
Michael Jackson - Who Is It,4HWcWgleTuUAWnVPNwW4CM,R&B
Racoon - Hee Joh Jip,0VoEDbjf5cgdmKfHUDKrof,Folk/Acoustic
Lil Nas X - Montero (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,Hip Hop
Donnie & Frans Duijts - Frans Duits // De Leeuwendans (Klaar Voor De Aftrap),2xPB1BLXuyTofayja7cn4u,Hip Hop
Chef'Special - Afraid Of The Dark,2vSLSJH9lHKne3zUKYBVPI,Pop
Majestic x Boney M. - Rasputin,0b18g3G5spr4ZCkz7Y6Q0Q,Electronic
Bløf - Horizon,5R3wMUOI4P8H3s5bOsfTmS,Pop
Ofenbach feat. Lagique - Wasted Love,1cYyZ1N98GyRS3cMcccFHd,Electronic
