Playlist,Track ID,Artist,Track name,reducedGenre
DOMINANT-60,4dnlbvqglDqyuGYjg8rBfc,Rita Payés,Nunca vas a comprender,Jazz
DOMINANT-60,0NPvWgJrpskrhzAgMuq7L4,Kokoroko,Abusey Junction,Jazz
DOMINANT-60,56AFjaNxEZMLxPqUWRexx5,Gerson Main,Schatje Je Stinkt,Folk/Acoustic
DOMINANT-60,0Y0KrrCX77hSTQS79DIVCZ,Nat King Cole Trio,The Frim Fram Sauce,Easy listening
DOMINANT-60,1MVqeIAwhD4T44AKVkIfic,Fred again..,leavemealone,Electronic
DOMINANT-60,2d64G7VaZdHQuAquz5HQNu,Chet Baker,That Old Feeling,Jazz
DOMINANT-60,52y4KhkcAbYcogFg2u7UVP,Little Simz,Point and Kill,R&B
DOMINANT-60,6hEiEWEgAuFvEJduuSQLiw,James Blake,Thrown Around,Pop
DOMINANT-60,5eMNHvVloaTLdWD2qxaIn3,Svaneborg Kardyb,Cycles,Jazz
DOMINANT-60,3t5jf0Qgk9oJU6kOOHU7cZ,Ezra Collective,God Gave Me Feet For Dancing - feat. Yazmin Lacey,Jazz
DOMINANT-61,3L2Nyi3T7XabH8EEZFLDdX,Red Hot Chili Peppers,Wet Sand,Rock
DOMINANT-61,0gQic5Bzrm8aPfOUSeEhbR,ZZ Top,La Grange,Rock
DOMINANT-61,57Xjny5yNzAcsxnusKmAfA,The Strokes,Reptilia,Rock
DOMINANT-61,37Tmv4NnfQeb0ZgUC4fOJj,Dire Straits,Sultans Of Swing,Rock
DOMINANT-61,3O57fIH7iolFVezcmSpV8V,Hippo Campus,Golden,Rock
DOMINANT-61,1RmhAgls8Stsec6a0pSy60,The Brahms,Sleep,Folk/Acoustic
DOMINANT-61,37BTh5g05cxBIRYMbw8g2T,TOTO,Rosanna,Rock
DOMINANT-61,305WCRhhS10XUcH6AEwZk6,Jet,Are You Gonna Be My Girl,Rock
DOMINANT-61,1qtiESAzfGMw3YqJvI97ki,Parcels,Lightenup,Electronic
DOMINANT-61,1F5A4LpF8ylUVtPoMAvNvn,GROUPLOVE,Raspberry,Rock
DOMINANT-62,08b2rpWVe6OPkwjEFkxDbc,Maarten Hartveldt,Anderrijk,Pop
DOMINANT-62,2D3D2q5PjqyxJIaGc8SuQI,Efteling,Pardoes Promenade,Pop
DOMINANT-62,6XD1EBTEXteTuqWWntR7F6,Efteling,De Magische Klok,Pop
DOMINANT-62,2yivD10aWW0DMd8uKJ50ap,Efteling,Langnek,Pop
DOMINANT-62,4HCcH0ljcgn9gin6NFRzYf,Efteling,Kastelenrijk,Pop
DOMINANT-62,3BgxCB5x7sa3uAYB8OllTW,Efteling,Wonderwoud,Pop
DOMINANT-62,6y9wzNJ9tqMjYid0rX7nTI,Efteling,Elfentuin,Pop
DOMINANT-62,7JajfuLSJeULNw7SUPLPJa,Efteling,Huis van de vijf Zintuigen - Tot weerziens,Pop
DOMINANT-62,4ePhWooZor1Z5caOYxZ0d1,Efteling,Marerijk,Pop
DOMINANT-62,4xll0uL8MzAjg9oAXg1wFj,Maarten Hartveldt,Marerijk,Pop
DOMINANT-63,2w2FzZKSwudBZjOsCei9Qz,Johann Sebastian Bach,"The Well-Tempered Clavier, Book 1: Prelude No. 1 in C Major, BWV 846/1",Classical
DOMINANT-63,6wKkWFhgOPKgiE360T6NNs,Pietro Mascagni,Cavalleria rusticana: Intermezzo,Classical
DOMINANT-63,7nGA1sRfLDWXYb3VPstnZf,Arnold Schoenberg,Notturno for Strings and Harp,Classical
DOMINANT-63,1G3QPQkoXvpChjNUhd6Tfs,Jean-Philippe Rameau,The Arts and the Hours,Classical
DOMINANT-63,2m2GJpBjQNNphaCgBeoj7R,Stephan Moccio,Fracture,New age
DOMINANT-63,0Zhq33AjWPz0vwdQwrCnrm,Gabríel Ólafs,Filma Solo,New age
DOMINANT-63,0Seumg0NAq7KS1r0Yso52H,Erik Satie,Satie / Orch. Ducros: Gymnopédie No. 1,Classical
DOMINANT-63,3U8Fx7zNTQrctytkj6Gqgd,Camille Saint-Saëns,Carnival of the Animals: The Swan,Classical
DOMINANT-63,1cmigB9I6IRpFqjIbzvSQB,Claude Debussy,"Suite bergamasque, L. 75: III. Clair de lune",Classical
DOMINANT-63,4pfkZUqRCYG5If39QHFpbQ,Robert Schumann,"Kinderszenen, Op. 15: 1. Von fremden Ländern und Menschen",Classical
DOMINANT-64,3K4HG9evC7dg3N0R9cYqk4,Linkin Park,One Step Closer,Rock
DOMINANT-64,2HYFX63wP3otVIvopRS99Z,Eminem,Houdini,Hip Hop
DOMINANT-64,4uTEG0XN5AF7aZdSAuVkLX,The Raven Age,Fleur de lis,Metal
DOMINANT-64,4tjTsxTBcacHcx0AvWERLE,Avenged Sevenfold,Nobody,Metal
DOMINANT-64,1Vej0qeQ3ioKwpI6FUbRv1,Linkin Park,Papercut,Rock
DOMINANT-64,2PnlsTsOTLE5jnBnNe2K0A,Linkin Park,The Emptiness Machine,Rock
DOMINANT-64,6rsoBvxrlxdmqJyGPPciyq,Slipknot,The Dying Song (Time To Sing),Rock
DOMINANT-64,14WYmNQWvR2TTWoRp8t9Ml,BABYMETAL,RATATATA,Metal
DOMINANT-64,65ShmiE5aLBdcIGr7tHX35,TOOL,Vicarious,Rock
DOMINANT-64,4OjAxkNVwleUdCUS098eBw,Avatar,The Dirt I'm Buried In,Metal
DOMINANT-65,09eSdS5RTgyodJt3krr5AC,Phantogram,Answer,Pop
DOMINANT-65,2ZWmmrWUgDBcPSLihBMvhg,Chase & Status,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",Electronic
DOMINANT-65,3aTCcjzWNjxjq9aszAN3rK,Serj Tankian,Cornucopia,Metal
DOMINANT-65,4mMJ6kFIWgF6xvnf6C478c,Comtron,Fraud,Electronic
DOMINANT-65,4u0N8a9adNalT4XdihjeSr,Effy,iluv,Electronic
DOMINANT-65,7yzrZU9VSpyb7WY8hfiCAc,Mall Grab,Metaphysical,Electronic
DOMINANT-65,3VtTuQ6lypMoOBcm6VMzdh,BICEP,Opal - Four Tet Remix,Electronic
DOMINANT-65,380GtExPmcOhbCgyDOYRjx,Flashmob,Need In Me,Electronic
DOMINANT-65,0yuJtvXsapVOQfNDYxQ5mw,Stephan Bodzin,Singularity,Electronic
DOMINANT-66,2MWBgkYfWxyF7t5Yrrs3I4,İdo Tatlıses,Mavişim,Pop
DOMINANT-66,5nPbKG04fhLkIAjcPFaZq7,HUGEL,I Adore You (feat. Daecolm),Electronic
DOMINANT-66,70PkofYfNtZABIoR2nuYUr,Hassan,Zina,Pop
DOMINANT-66,4skvJoTBLEYUfS3Z1xvGjs,Frenna,PRETTY GIRLS,Hip Hop
DOMINANT-66,3ELvBekseW062UPt5SLav1,Trey Songz,Heart Attack,R&B
DOMINANT-66,1Cek6PV24GtEk4GDWqFbCk,Olivetheboy,Asylum,R&B
DOMINANT-66,1BJJbSX6muJVF2AK7uH1x4,Adam Port,Move,Electronic
DOMINANT-66,5EGPf0nqO7vEIwsOX6Er98,Mariah Carey,Obsessed,Pop
DOMINANT-66,38gCk1mC6RwSm1iJK5qhsZ,Amo988,Yansam,Pop
DOMINANT-66,7zPOZujiZy4q0RYIx7mKKh,Jonna Fraser,Tuesday,Hip Hop
DOMINANT-67,0q6LuUqGLUiCPP1cbdwFs3,Gorillaz,On Melancholy Hill,Rock
DOMINANT-67,5AJ9hqTS2wcFQCELCFRO7A,Tommy Richman,MILLION DOLLAR BABY,Hip Hop
DOMINANT-67,5d1YIesF59mta3FKKwLK1t,Röyksopp,Never Ever,Pop
DOMINANT-67,4PMqSO5qyjpvzhlLI5GnID,SZA,Good Days,Pop
DOMINANT-67,0rzaRSujxA0bKyjJl6vHYq,Harry Styles,Satellite,Pop
DOMINANT-67,6UEfyhyfhYQsyipxOd95Ie,Las Ketchup,The Ketchup Song (Aserejé) - Spanglish Version,Electronic
DOMINANT-67,5JTgqOeHWg4bxMZYMRTE4H,Incubus,Love Hurts,Rock
DOMINANT-67,53XgmXQW5eYDdeTUHd9ueC,The Lonely Island,Sushi Glory Hole,Hip Hop
DOMINANT-67,0mlNG5Y6e05ibV4grRVyr9,Lauren Mayberry,Something In The Air,Pop
DOMINANT-67,5cwN1htZyoWqZCc33f3RfE,Broken Bells,The High Road,Pop
DOMINANT-68,7sA2SKTo1QbTSSYn5YvJC4,Imagine Dragons,Sharks,Pop
DOMINANT-68,6ECp64rv50XVz93WvxXMGF,Maroon 5,This Love,Pop
DOMINANT-68,7wuJGgpTNzbUyn26IOY6rj,Bonnie Tyler,Total Eclipse of the Heart,Pop
DOMINANT-68,48RrDBpOSSl1aLVCalGl5C,Eminem,The Monster,Hip Hop
DOMINANT-68,1qAuIPMALdFtGv2Ymjy5l0,Shinedown,MONSTERS,Metal
DOMINANT-68,1mKXFLRA179hdOWQBwUk9e,P!nk,Just Give Me a Reason (feat. Nate Ruess),Pop
DOMINANT-68,7vidktgNZFQylTgH1GEnMs,Foreigner,Cold as Ice,Rock
DOMINANT-68,2RSHsoi04658QL5xgQVov3,Imagine Dragons,Bad Liar,Pop
DOMINANT-68,2DtPEKs3Pj7E06EoWW4vw8,Poets of the Fall,Carnival of Rust,Rock
DOMINANT-68,5qlJg0Wbj3sslxfwiaRNpq,Aerosmith,"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack",Rock
DOMINANT-69,6leHoATUOHpy4OLarEbVhg,Gerson Main,Ik Weet Niet Hoe,Folk/Acoustic
DOMINANT-69,5RgFlk1fcClZd0Y4SGYhqH,Billy Joel,She's Always a Woman,Rock
DOMINANT-69,1NnBOnFPFdYJdauawQt5bN,Michael Bublé,Save the Last Dance for Me,Easy listening
DOMINANT-69,0OIed6UFpfT2nW4BffD7Js,Low G,pho real,Hip Hop
DOMINANT-69,2YlAOvVVgy5i88DsXeCif9,Joël Domingos,Beetje Vrijheid,Pop
DOMINANT-69,41GBNret8iniofqqJ4isgT,Stromae,C’est que du bonheur,Pop
DOMINANT-69,2SDx0PooHZI1SQKR0y44bs,MIKA,Grace Kelly,Pop
DOMINANT-69,4ZHGRFGwjnEIXHG2FhcDPv,Cody Fry,I Hear a Symphony,Folk/Acoustic
DOMINANT-69,0wD43UCEku61GIZB89O0vP,De Jazzpolitie,Liefdesliedjes,Rock
DOMINANT-69,5YZAQzEgBHSZjn7S5xQNq4,Daryl Hall & John Oates,You Make My Dreams (Come True),Rock
DOMINANT-69,3PdcxgzpWzAsUGgkmykIFc,BABY GRAVY,Welcome to Chilis,Hip Hop
DOMINANT-69,5hM5arv9KDbCHS0k9uqwjr,Tame Impala,Borderline,Rock
DOMINANT-69,4vgUcHMt6fHtbmKJ7gXBY4,Cody Fry,The End,Folk/Acoustic
DOMINANT-69,7ppPZa3TRUSGKaks9wH7VT,Oasis,Don't Look Back In Anger,Rock
DOMINANT-69,13lZDbwonGhOflQLQIfdtZ,The White Stripes,We're Going to Be Friends,Rock
DOMINANT-69,12lKjWZSwRMejGWKTrvukB,Gerard Cox,1948 (Toen Was Geluk Heel Gewoon),Pop
DOMINANT-69,1fDsrQ23eTAVFElUMaf38X,Don McLean,American Pie,Rock
DOMINANT-69,2plbrEY59IikOBgBGLjaoe,Lady Gaga,Die With A Smile,Pop
DOMINANT-69,0aJrYfARfCKzv6gXjhs4SZ,Jack Johnson,Upside Down,Folk/Acoustic
DOMINANT-69,3Iybyv19Ia1SnMO9q4kCYA,Astronaut,Très Heureux,Folk/Acoustic
DOMINANT-69,5HQEmiV2lKnSO6qa2fsR7x,10cc,I'm Not In Love,Rock
DOMINANT-69,7MG13gEvYcAQNtj5HWzxjB,Gerson Main,ZOMER IN DE BIJLMER,Folk/Acoustic
DOMINANT-69,4IRHwIZHzlHT1FQpRa5RdE,Elton John,Goodbye Yellow Brick Road - Remastered 2014,Rock
DOMINANT-69,5jgFfDIR6FR0gvlA56Nakr,The Beatles,Blackbird - Remastered 2009,Rock
DOMINANT-69,4mH5oNojEmOswUGgCizDeb,Bill Withers,Lovely Day - Studio Rio Version,R&B
DOMINANT-70,6txWz9UapYHVxEd7dDIHXT,Blind Melon,No Rain,Rock
DOMINANT-70,1GcVa4jFySlun4jLSuMhiq,The Rolling Stones,Angie - Remastered 2009,Rock
DOMINANT-70,3ZE3wv8V3w2T2f7nOCjV0N,David Bowie,Life on Mars? - 2015 Remaster,Rock
DOMINANT-70,1y789ivCndXMDXHWWv0niJ,Nick Cave & The Bad Seeds,The Weeping Song,Rock
DOMINANT-70,5enxwA8aAbwZbf5qCHORXi,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Pop
DOMINANT-70,6Ff3ylyrkR7TV7ml9xnmvx,Belle and Sebastian,"Piazza, New York Catcher",Rock
DOMINANT-70,7vIyudiO2Tr9hZ2yzfwQmx,Bruce Springsteen,Waitin' On A Sunny Day,Rock
DOMINANT-70,1UZOjK1BwmwWU14Erba9CZ,Miley Cyrus,Malibu,Pop
DOMINANT-70,7snQQk1zcKl8gZ92AnueZW,Guns N' Roses,Sweet Child O' Mine,Rock
DOMINANT-70,6H7nDglS6xWpRidbhMwI2L,Dolly Parton,Here You Come Again,Country
DOMINANT-71,6WUFtzES5tVH1eZwygbiuX,Unicorn On Ketamine,KETALOG,Electronic
DOMINANT-71,4w9cDtwU46gMFizCmxbxR9,Metrik,We Are The Energy,Electronic
DOMINANT-71,7MESp10c2QIv7ALxJ88Iud,Detest,Revolution,Metal
DOMINANT-71,46InKjUqH3OGT6V4GlAO7X,RAYZEN,Don't Love U,Electronic
DOMINANT-71,1cH7OZLPVcAIDJZNwA4oqU,The Outside Agency,Hours & Dreams - Detest Remix,Electronic
DOMINANT-71,77KtiLhqSUJjWJgQgID6Bv,Detest,You Cant Break Me - Penta Remix,Metal
DOMINANT-71,75WH6R9ZxYFeYuSLFkXcli,Strange Arrival,Interior Deterioration,Electronic
DOMINANT-71,7cHxgI4ZjjoQpGIFvkrNy0,Dolphin,War Track VIP - VIP,Electronic
DOMINANT-71,3bSH4Ca81yUC055PI6E4ly,Pythius,In My Head - Hysta Remix,Electronic
DOMINANT-71,5nsbNuC3gslfpkCZAKk5hS,Aktive,Loko,Electronic
DOMINANT-72,4FmCUATNIarCQh72JYdvnm,Frank Sinatra,That's Life,Easy listening
DOMINANT-72,3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,Tennessee Whiskey,Country
DOMINANT-72,7iN1s7xHE4ifF5povM6A48,The Beatles,Let It Be - Remastered 2009,Rock
DOMINANT-72,1oERlssLrpssCAY6Yqqs6c,Bruno Mars,Smokin Out The Window,Pop
DOMINANT-72,6W2VbtvMrDXm5vYeB7amkO,Kenny Loggins,Footloose,Rock
DOMINANT-72,6Y1szSzgBTj39XorUpxGXV,Ginton,Black Magic Woman,Electronic
DOMINANT-72,4Hhv2vrOTy89HFRcjU3QOx,Etta James,At Last,Blues
DOMINANT-72,3PdO57q0KLWkfWXsXQJlV6,Mas Musiq,Sengizwile (feat. Aymos & Young Stunna),Electronic
DOMINANT-72,2plbrEY59IikOBgBGLjaoe,Lady Gaga,Die With A Smile,Pop
DOMINANT-72,0vrKBjEBQAVn3sdhIXmpHE,Yves Berendse,Terug In De Tijd,Pop
DOMINANT-73,31AOj9sFz2gM0O3hMARRBx,R.E.M.,Losing My Religion,Rock
DOMINANT-73,4VQNCzfZ3MdHEwwErNXpBo,2Pac,All Eyez On Me (ft. Big Syke),Hip Hop
DOMINANT-73,4xkOaSrkexMciUUogZKVTS,Eminem,Till I Collapse,Hip Hop
DOMINANT-73,7Ie9W94M7OjPoZVV216Xus,Eminem,Not Afraid,Hip Hop
DOMINANT-73,2FDTHlrBguDzQkp7PVj16Q,Dave,Sprinter,Hip Hop
DOMINANT-73,2wGSgTmgSF3xjRrHkTc25R,The Game,Hate It Or Love It,Hip Hop
DOMINANT-73,2M9ro2krNb7nr7HSprkEgo,Tracy Chapman,Fast Car,Folk/Acoustic
DOMINANT-73,561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,Hip Hop
DOMINANT-73,2aibwv5hGXSgw7Yru8IYTO,Red Hot Chili Peppers,Snow (Hey Oh),Rock
DOMINANT-73,6fNhZRFEkBfgW39W3wKARJ,Bastille,Pompeii,Pop
DOMINANT-74,5fF9T9SMqBKUvT06cn7kBR,Marlon Hoffstadt,It's That Time,Electronic
DOMINANT-74,6NT2Yovx1t0mMvbwBzRsYc,Marlon Hoffstadt,Day 'N' Night,Electronic
DOMINANT-74,0MeGiBDDodJwa1iHnCgG3q,Marlon Hoffstadt,My Mama Dropped LSD in the 90's,Electronic
DOMINANT-74,4MD1o8JcULNAz85S6Ld57J,Reinier Zonneveld,Dance With The Devil (The 6th Gate) (Reinier Zonneveld Remix),Electronic
DOMINANT-74,4xkOaSrkexMciUUogZKVTS,Eminem,Till I Collapse,Hip Hop
DOMINANT-74,0ZVjgfaC2Ptrod9v6p9KFP,Hannah Laing,Good Love,Electronic
DOMINANT-74,5ymgluCcWqOfRm1XUn7qsh,Zany,Son Of Torture - Original Edit,Electronic
DOMINANT-74,67KX4FR0w6ghqS8lDXWrAR,t e s t p r e s s,i just wanna go,Electronic
DOMINANT-74,2BeoGYw46Le2cYafiZwxOr,Elley Duhé,MONEY ON THE DASH - Marlon Hoffstadt aka DJ Daddy Trance Remix,Pop
DOMINANT-74,2wCgQVCF0jhDWiNTFjti7b,Diffrent,A Little Closer,Electronic
DOMINANT-75,6gwJroVbZDpI7OKB4I3mqX,Fun Lovin' Criminals,Beautiful,Rock
DOMINANT-75,7KgVUnGCMEXBwY2EeqGlaI,Bush,Comedown - Remastered,Rock
DOMINANT-75,09CibftU63IIhXuGa1Xzzo,Pennywise,Perfect People - 2005 Remaster,Rock
DOMINANT-75,10nyNJ6zNy2YVYLrcwLccB,Radiohead,No Surprises,Rock
DOMINANT-75,5yGVHzJ2Se8pDzR7FIYUlU,Michael Kiwanuka,Home Again,R&B
DOMINANT-75,4pdLyulbYLCrPmDzWWeJIZ,Otis Redding,I've Been Loving You Too Long,R&B
DOMINANT-75,0Ko9gGyOSjYxb71VBZotZW,Sublime,Boss D.J.,Rock
DOMINANT-75,766rqYWQUBYoPi9NPEhRh9,Jamie Lidell,Game For Fools,R&B
DOMINANT-75,37pK088xTo1ZpR3y23wsFk,Amos Lee,Arms Of A Woman,Folk/Acoustic
DOMINANT-75,7rNs7hQsYpPeKyZlDX7ntV,Sublime,Chica Me Tipo,Rock
DOMINANT-75,25U7raB3ZSszayTYClh4hF,Israel Kamakawiwo'ole,Somewhere Over The Rainbow_What A Wonderful World,World/Traditional
DOMINANT-76,4MSj19TwYBLgDFj3ddEeco,Lost Frequencies,Black Friday (pretty like the sun),Electronic
DOMINANT-76,3s1KwrLP0NlFWiWbjz6bfQ,Fireboy DML,Peru,R&B
DOMINANT-76,5nPbKG04fhLkIAjcPFaZq7,HUGEL,I Adore You (feat. Daecolm),Electronic
DOMINANT-76,1wADwLSkYhrSmy4vdy6BRn,Omah Lay,soso,R&B
DOMINANT-76,6nL0wIy3rcQPqHNAtm61Gh,Fat Joe,Sunshine (The Light),Hip Hop
DOMINANT-76,4qB9e24mvDa5rG93OnmiC8,Mr. Probz,Praying To A God - LUKE Remix,Electronic
DOMINANT-76,63IgbFgnPSWCQWzyH3ipAs,Kerri Chandler,You Are In My System - Club Mix,Electronic
DOMINANT-76,3EDS89HeAhHiZKlljciK0a,Sugababes,Push The Button,Pop
DOMINANT-76,2plbrEY59IikOBgBGLjaoe,Lady Gaga,Die With A Smile,Pop
DOMINANT-76,1BJJbSX6muJVF2AK7uH1x4,Adam Port,Move,Electronic
DOMINANT-77,6vDxjNLrehdIkaHQ8nMkaF,Froukje,Ik Haat Hem Voor Jou,Folk/Acoustic
DOMINANT-77,5Ja2u1FPlVxrxeMWEa2dcn,Post Malone,When I’m Alone,Pop
DOMINANT-77,6g0Orsxv6glTJCt4cHsRsQ,Beyoncé,Formation,Pop
DOMINANT-77,6qn9YLKt13AGvpq9jfO8py,Rihanna,We Found Love,Pop
DOMINANT-77,7sEe6B2uzEziUaMAszvnF7,Ronnie Flex,Chin Chin,Hip Hop
DOMINANT-77,1BJJbSX6muJVF2AK7uH1x4,Adam Port,Move,Electronic
DOMINANT-77,11NWjdSOdsnvu80GJIDbKd,Goldband,Dit Is Voor Jou,Pop
DOMINANT-77,0Ftrkz2waaHcjKb4qYvLmz,Fred again..,Delilah (pull me out of this),Electronic
DOMINANT-77,6WatFBLVB0x077xWeoVc2k,KAROL G,Si Antes Te Hubiera Conocido,Latin
DOMINANT-77,3GZD6HmiNUhxXYf8Gch723,Frank Ocean,Lost,Hip Hop
DOMINANT-78,5mCPDVBb16L4XQwDdbRUpz,Drake,Passionfruit,Hip Hop
DOMINANT-78,455AfCsOhhLPRc68sE01D8,Katy Perry,Last Friday Night (T.G.I.F.),Pop
DOMINANT-78,3w3y8KPTfNeOKPiqUTakBh,Bruno Mars,Locked out of Heaven,Pop
DOMINANT-78,1c3GkbZBnyrQ1cm4TGHFrK,Johann Pachelbel,Canon in D,Classical
DOMINANT-78,6KqM3xmPIDonsTjCSGrrr5,PAWSA,TOO COOL TO BE CARELESS,Electronic
DOMINANT-78,5KiKFJdmU6m0QWxpW9xjOB,The Wannadies,You & Me Song,Rock
DOMINANT-78,2qOm7ukLyHUXWyR4ZWLwxA,Ice Cube,It Was A Good Day,Hip Hop
DOMINANT-78,7CVHWEFNXrXs2oqchEbZtR,Nnelg,Girl (feat. Idaly),Hip Hop
DOMINANT-78,6Aa7aDayiQHnUw1dUvdneZ,Mac Miller,Donald Trump,Hip Hop
DOMINANT-78,6LIdQXimZpFIXWjOqLbyAT,Ivan B,Sweaters,Hip Hop
DOMINANT-79,3Me5bYXeDXqjBVgug53Ula,LIZOT,This Is The Life,Electronic
DOMINANT-79,6Hht0SIzJwQYBkDD07Dnoj,Lucas Estrada,Thunder,Electronic
DOMINANT-79,0OusmFNu4kTlvLifphqzLB,Monday Justice,I'm In California,Hip Hop
DOMINANT-79,09rAJ1Q1NNJSaUKEW3X9P6,Sam Feldt,Crying On The Dancefloor,Electronic
DOMINANT-79,6vQEOP9KgXITsVpFnKSbZ3,Braaheim,Paradise,Electronic
DOMINANT-79,4W8SE1tk895YNwfJpxFZny,Masove,Baby Don't Hurt Me,Electronic
DOMINANT-79,6s3GEN8wK0OMzzzZbXj0fu,Coldplay,Hymn for the Weekend - Seeb Remix,Pop
DOMINANT-79,7gLKUPLGMzPhw90Ara5ZEc,David Guetta,I'm Good (Blue) - Tiësto Remix,Pop
DOMINANT-79,5rL9LobdwAwFch2J8CiosG,Niklas Dee,Not Fair,Electronic
DOMINANT-79,319J2YqAVDmQXpUJGCxDkv,Madism,Like A Prayer,Electronic
DOMINANT-80,0oA9wBGDY4uyILLg4GymWP,AnnenMayKantereit,Tom's Diner,Classical
DOMINANT-80,26xw61UppTKPySjw3RLvx6,Malugi,Move My Body (feat. Lucy Dye),Electronic
DOMINANT-80,7kBYPyaxF3oE9EgjOMpGKs,Malugi,Reach Out,Electronic
DOMINANT-80,2LXqXJX2G2CxB9WIHrgoOr,Cody Wong,N13,Electronic
DOMINANT-80,1P3wvktQVqOnC7HB7AHa8D,Mula B,Rennen,Hip Hop
DOMINANT-80,1L7FnIPHrVXjt49m7Dr36Z,Goldband,Naakt Op Het Plein,Pop
DOMINANT-80,65OR4ywy8Cgs3FDHK82Idl,Coldplay,Higher Power,Pop
DOMINANT-80,3RiPr603aXAoi4GHyXx0uy,Coldplay,Hymn for the Weekend,Pop
DOMINANT-80,4iz9lGMjU1lXS51oPmUmTe,Kanye West,Homecoming,Hip Hop
DOMINANT-80,2wGSgTmgSF3xjRrHkTc25R,The Game,Hate It Or Love It,Hip Hop
MOSART-01,61o9ek0A26KARnXBPssDv3,Ludovico Einaudi,Life,Classical
MOSART-01,14rZjW3RioG7WesZhYESso,Yann Tiersen,"Comptine d'un autre été, l'après-midi",Classical
MOSART-01,1BncfTJAWxrsxyT9culBrj,Ludovico Einaudi,Experience,Classical
MOSART-01,3dP0pLbg9OfVwssDjp9aT0,Renée Elise Goldsberry,Satisfied,Easy listening
MOSART-01,5CI1FP2Volc9wjz2MBZsGx,Irene Cara,Fame,Rock
MOSART-01,1uAOCTevGnyKIDbgZdOCnE,Barbara Pravi,Voilà,World/Traditional
MOSART-01,1qpKMLztFXlRFSlGhjj1dZ,Antonio Vivaldi,"Violin Concerto No. 3 in F Major, RV 293 ""L'autunno"": I. Allegro",Classical
MOSART-01,7sHEjIL8xak4hHAI0l0Ul2,Musical Cast Recording,Nog een dag,Pop
MOSART-02,4kr64ggr6ALZGxnkGdhK7b,AnnenMayKantereit,Barfuß am Klavier,Classical
MOSART-02,6J07Aeq7fOW5Xx9mFtwyoH,AnnenMayKantereit,Oft gefragt,Classical
MOSART-02,1Gy9Ofi7nPnNf3kGWPjurm,Olivia Dean,Echo,R&B
MOSART-02,0u834tjHl0zB9xdPO5KrQX,Elle Valenci,Perfect Blue,World/Traditional
MOSART-02,6pB0hIcmQndFXXAiGwbIdZ,Wake Owl,Gold,Folk/Acoustic
MOSART-02,4s3G9Ifc1dp8xEksZxNe8P,Richard Walters,Unconditional,Folk/Acoustic
MOSART-02,0IkK4SEryuCtbQjm5LRLMZ,Ed Sheeran,Bad Habits - Acoustic Version,Pop
MOSART-02,6UIcjH0BzH2MKvToeEYIOZ,Ed Sheeran,Salt Water,Pop
MOSART-02,74eJR4gwG1ZmG4BFkbrOlA,Ed Sheeran,Life Goes On,Pop
MOSART-02,4POX8H7xtAnD3MJM1fY9i8,Padé,Time Flies,Electronic
MOSART-02,4FKuIlfFCIcvpg7M2HJhwx,Dabeull,You & I,R&B
MOSART-02,66YywMJbAgzQrGkFKjnSsK,Olivia Dean,Ok Love You Bye,R&B
MOSART-03,6ziqWx82jgkQYhyIALoraH,Eelke Kleijn,Transmission - Joris Voorn Remix,Electronic
MOSART-03,6R84ZlQF7gGkPB6o3GLZXB,Age Of Love,The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix),Electronic
MOSART-03,2rzZ0IGxgrGUAPwrWn80z7,Davina Michelle,Duurt Te Lang,Pop
MOSART-03,1wtitk4juQiKZpFGeqS5oq,Froukje,Ik Wil Dansen,Folk/Acoustic
MOSART-03,6GyFP1nfCDB8lbD2bG0Hq9,M83,Midnight City,Pop
MOSART-03,2LcmbuYX7tyR4DWy3b273L,Goldband,Noodgeval,Pop
MOSART-03,6oJflQkp7lFXOQce4wPTAW,Tungevaag,Samsara (feat. Emila),Electronic
MOSART-03,1dbNg2ougivyUv6f9hQQzU,Suzan & Freek,Kwijt,Pop
MOSART-03,7D5vAulNfrQV6xEwzgH0OF,De Jeugd Van Tegenwoordig,Sterrenstof,Hip Hop
MOSART-03,311CgWqUsmRaQHnhRUni2j,Bedřich Smetana,Die Moldau,Classical
MOSART-04,0Gr2XQOIMaaUH86iOrWGur,The Cinematic Orchestra,Arrival of the Birds,Electronic
MOSART-04,2fqRddXFY6TNFvbdfTOtcK,Robin Storm,Duly Love,Folk/Acoustic
MOSART-04,4pqwGuGu34g8KtfN8LDGZm,André Rieu,Voilà,Easy listening
MOSART-04,0Dkibk70FDp6t7eOZNemNQ,Ludovico Einaudi,Una Mattina,Classical
MOSART-04,76R8ILULQyyodS91TkAvOf,Ludovico Einaudi,Passagio,Classical
MOSART-04,7zrpoAJte9o12TzawqgdD0,Andrea Bocelli,Con Te Partirò,Classical
MOSART-04,1dWxSS2a93X4XVfs1mSYkB,Alexis Ffrench,Bluebird,Classical
MOSART-04,6bpmBNPfQ2KFAW0ik6F9Vq,Yann Tiersen,La Valse d'Amélie - Version piano,Classical
MOSART-04,1DfGPEHxTYeaJpiNA4xUb5,Ludwig van Beethoven,Für Elise,Classical
