Track ID,Artist,Track name,Playlist
4k4AeBfDrmqrS0fNGMo62O,Johann Sebastian Bach,"Gott ist mein Konig, BWV 71: Du wollest dem Feinde nicht geben (Chorus)",DOMINANT
7Fhhac23kW5MDt1niL2ozT,Johann Sebastian Bach,"Gott ist mein Konig, BWV 71: Aria. Durch machtige Kraft (Alto)",DOMINANT
7L0YoWrhLiGVvBWyoENyEu,Johann Sebastian Bach,"Gott ist mein Konig, BWV 71: Arioso. Tag und Nacht ist dein (Bass)",DOMINANT
6of3WtmPiiZGyBUxjRnrlE,Johann Sebastian Bach,"Aus der Tiefen rufe ich, Herr, zu dir, BWV 131: Aria. Meine Seele wartet auf den Derrn (Tenor, Alto)",DOMINANT
6CbrC0KI0JUCGz3tijJdhQ,Johann Sebastian Bach,"Aus der Tiefen rufe ich, Herr, zu dir, BWV 131: Israel, hoffe auf den Herrn (Chorus)",DOMINANT
1jRKa5QbBY3temdqOwpreS,Johann Sebastian Bach,"Gottes Zeit ist die allerbeste Zeit, BWV 106 ""Actus tragicus"": Chorale. Heute wirst du mit mir (Alto, Bass)",DOMINANT
57OZu3n2BgaNxc6eQOkWC4,Johann Sebastian Bach,"Gott ist mein Konig, BWV 71: Gott ist mein konig (Chorus)",DOMINANT
3kWFfVJKQHnSYTjHqJE8ql,Johann Sebastian Bach,"Gottes Zeit ist die allerbeste Zeit, BWV 106 ""Actus tragicus"": Aria. In deine Hande befehle ich meinen Geist (Alto)",DOMINANT
6PE8rcoBB7PLM1LzODa9VT,Johann Sebastian Bach,"Gott ist mein Konig, BWV 71: Dein Alter sei wie deine Jugend (Chorus)",DOMINANT
0g1YZN4ibYL452w3aPvKAd,Johann Sebastian Bach,"Gottes Zeit ist die allerbeste Zeit, BWV 106 ""Actus tragicus"": Es ist der alte Bund (Chorus)",DOMINANT
7tifDLhPDEKOBpoR1oJraf,Johann Sebastian Bach,"Gottes Zeit ist die allerbeste Zeit, BWV 106 ""Actus tragicus"": Arioso. Bestelle dein Haus (Bass)",DOMINANT
7nfS79VFDImeJvvz6LYBad,Johann Sebastian Bach,"Gottes Zeit ist die allerbeste Zeit, BWV 106 ""Actus tragicus"": Arioso. Ach, Herr, lehre uns bedenken (Tenor)",DOMINANT
3hyttakZobjh0uaoiBnClG,Johann Sebastian Bach,Gottes Zeit ist die allerbeste Zeit (Chorus),DOMINANT
1j5pY9nU4grm9Qh2KXGB7A,Johann Sebastian Bach,"Gottes Zeit ist die allerbeste Zeit, BWV 106 ""Actus tragicus"": Sonatina",DOMINANT
3IJC2xmOZIY4CgV79cICYV,Johann Sebastian Bach,"Gottes Zeit ist die allerbeste Zeit, BWV 106 ""Actus tragicus"": Glorie, Lob, Ehr und Herrlichkeit (Chorus)",DOMINANT
3SdvzxaZYBtaP61VF4LJT9,Johann Sebastian Bach,"Gott ist mein Konig, BWV 71: Chorale Aria. Ich bin nun achzig Jahr (Tenor, Soprano)",DOMINANT
7iqQK2bzlcVePuTbfw7zEd,Inhaler,These Are The Days,DOMINANT
3L6RomK0DibEtgkmGOOCwW,Parov Stelar,Homesick,DOMINANT
5bgR2f3sCS135kzxjIlDD3,Sam Sparro,Happiness - The Magician Remix,DOMINANT
6tpl3yuDnYHAHb6dY60p5O,Muse,Compliance,DOMINANT
6HH4DQEj3Mr319xxeiVCZb,Wende,Het Is Genoeg,DOMINANT
0Ja4hLKiUSw01E01pJ1yGr,The Prodigy,Breathe,DOMINANT
6HxweNytuEQdmGeVtZPZz3,The Roots,The Seed (2.0),DOMINANT
4u152W5T3yuDXSjRvZAx1h,Lindsey Buckingham,Big Love - Live,DOMINANT
5Zuboc3Cj9Ldnc8HyUnNUK,Rammstein,Engel,DOMINANT
3yuCAw61jqfyv2KzMoVdXA,Ludovico Einaudi,Fly,DOMINANT
7MmMawzjpHwypQT6NHMhiG,Demarrage,Springstof,DOMINANT
068JRb6QvqDI1p8fz1szX2,Fouradi,Ping! - radio edit,DOMINANT
652hWPdOUIkKv3a4HJDzBv,The Opposites,Slapeloze Nachten,DOMINANT
2spa45WfQMrdEGLM9ZjDR4,Turfy Gang,After van de After,DOMINANT
68qTD5PAoqFgrkw5W2DHL5,Kraantje Pappie,De Manier,DOMINANT
7vjvSnuolvOBNgJDSodY2B,Turfy Gang,Padellen,DOMINANT
4JQdXqUO5tFTSvWIgA5gRD,Swifty Official,Dakterras,DOMINANT
2ZOKDMznZeEiLkK23V9PN8,Metejoor,Eigen Schuld,DOMINANT
2hIFhSltVcRU1oJ3kf8Zy4,Roxy Dekker,Sugardaddy,DOMINANT
48kxfGK5XbO1eW8Cf4Vil7,Bankzitters,Entourage,DOMINANT
0Uy5VFlvsosR3YZbpsxYFh,Roxy Dekker,Satisfyer,DOMINANT
5Jh1i0no3vJ9u4deXkb4aV,Olivia Rodrigo,so american,DOMINANT
6DEMMeWXfmFAXgDUMMzeg6,Adele,All I Ask,DOMINANT
4RVwu0g32PAqgUiJoXsdF8,Billie Eilish,Happier Than Ever,DOMINANT
43iIQbw5hx986dUEZbr3eN,Laufey,From The Start,DOMINANT
26QLJMK8G0M06sk7h7Fkse,Olivia Rodrigo,love is embarrassing,DOMINANT
1ctdfJSzp6qF2iDAVdDrfl,Sugababes,About You Now,DOMINANT
2hIFhSltVcRU1oJ3kf8Zy4,Roxy Dekker,Sugardaddy,DOMINANT
0pfpeTGQOWlGp6YUUbBD42,Laufey,Bewitched,DOMINANT
6tNgRQ0K2NYZ0Rb9l9DzL8,Olivia Rodrigo,obsessed,DOMINANT
2L9N0zZnd37dwF0clgxMGI,Lizzy McAlpine,ceilings,DOMINANT
1PoJXULCvl03b1fiZmMxmd,Burna Boy,On the Low,DOMINANT
403UULZfsCNgiCJlf7kii4,Franglish,Trop parler,DOMINANT
3CcvahnsiArpTHYQEWV2Au,T.I.,Bring Em Out,DOMINANT
2q8pwL0okH2NEJLs0Mdo0Y,Tekno,Up Tempo,DOMINANT
0QMHVTnrFTQJoaqmkdsKhT,Skee-Lo,I Wish - Radio Edit,DOMINANT
1mLHMP5NOE2MHsleisYQum,Broederliefde,Pray For Me,DOMINANT
42qho7EnSqYYg2NbpYmX1z,Fresku,Witlof,DOMINANT
4HSAJpNocVNJbwbQvtCMdO,Snoop Dogg,Signs,DOMINANT
3IedXlFglIwo754rxOID4x,Dadju,La vie d'un... / Ma préférée,DOMINANT
2PDgArI0p7UkeYgXWuqpmh,Burna Boy,Last Last,DOMINANT
3W7tVtxzgkYZKkftxRTIfK,Sgt. Papers,Pank,DOMINANT
0V6Mnx3yRZYa6UTpuTas5u,Pussy Riot,Chastity,DOMINANT
6hHc7Pks7wtBIW8Z6A0iFq,New Order,Blue Monday,DOMINANT
5wq8wceQvaFlOZovDtfr0j,Muse,Sunburn,DOMINANT
7CAbF0By0Fpnbiu6Xn5ZF7,Bring Me The Horizon,Kingslayer (feat. BABYMETAL),DOMINANT
3H6KM1WMpTIMlwlJBwDBkV,WARGASM (UK),Spit.,DOMINANT
5YXr4AGfUQpLSxtFSsKUh6,Muse,Map of the Problematique,DOMINANT
6y20BV5L33R8YXM0YuI38N,Queens of the Stone Age,No One Knows,DOMINANT
4PCD9jZRM2VswisaTBhc25,Twenty One Pilots,Next Semester,DOMINANT
5hqIGavZiv1Mtov3kbcAmU,Le Tigre,The the Empty,DOMINANT
4BlA5yJxbNWIPiOvDLRudX,Yves Berendse,Vakantieliefde,DOMINANT
7tTRbSgigENOyHlny0JYeZ,Quido van de Graaf,Ich Liebe Dich - Live,DOMINANT
5Jt2AQv1c3RUF5ENtAYF1i,The Alan Parsons Project,Old and Wise,DOMINANT
2voNX9lm8SlUR1RPItznJn,Rafiki,Alles Ademt En Leeft - Live,DOMINANT
4M3LR0czGLHYUEHgozmySM,OG3NE,Het Is Over,DOMINANT
3h36hplrrHOOlWoBCJOaCV,Trijntje Oosterhuis,Something Inside So Strong,DOMINANT
1APlYXH5JQr8pFyGd3tqI8,Paul de Leeuw,'k Heb Je Lief,DOMINANT
2GH5jo15wbTv1Ll7zXEzSg,"Earth, Wind & Fire",Fantasy,DOMINANT
19DrCnECXtyqsDZAmPkc6X,OG3NE,Colors Of The Wind - Live,DOMINANT
3sj11JXB98nXsLnhEuGihR,Hermes House Band,De Allermooiste Rotstad,DOMINANT
2cT0z1rbVSGl3lzaYIzMMy,Freddie Gibbs,Forever and a Day,DOMINANT
0CXS4rsSgIb2ysl0w3gK6s,Richie Hawtin,Minus/Orange 1,DOMINANT
3T8drVfyLMXG9eyOCqJgjb,Joyhauser,LXR02,DOMINANT
2Ll44WxlG2eiqL6NtEnf8M,Papa Roach,Blood Brothers,DOMINANT
0SLrmN7eDfGrGQKKji1nKF,Modeselektor,Who,DOMINANT
0M3adYbGtyRHACP86dey1H,Bring Me The Horizon,Throne,DOMINANT
7kVDBjbK8I73acCoaAbMi5,Amon Amarth,Gods Of War Arise,DOMINANT
3IlY76VbP31zwPY0S2EMjh,Brand New,The Quiet Things That No One Ever Knows,DOMINANT
6G9kANS3QfFMH7HdBdTHKo,France Gall,Il jouait du piano debout,DOMINANT
6FT9FZccFD6nE8dMNslz2n,Thirty Seconds To Mars,Walk On Water,DOMINANT
0W7KIc2GSB9suYQAaMZ9rF,Casting Crowns,Nobody (feat. Matthew West),DOMINANT
4hdRSTajN2NLcGwjp1nPsh,Dream Cave,Don't Look Back,DOMINANT
6fNhZRFEkBfgW39W3wKARJ,Bastille,Pompeii,DOMINANT
51v7yO07BdGgP6hv0OaDe2,John Powell,Romantic Flight - From How To Train Your Dragon Music From The Motion Picture,DOMINANT
4ciaNqHWA2IzHphZaVRzHI,Måns Zelmerlöw,Heroes,DOMINANT
33q4ENIRByGmdKeRWoIfSm,I AM THEY,My Feet Are on the Rock,DOMINANT
4hlzUfLHRCr9HKXCBpCPZf,Rend Collective,Marching On,DOMINANT
6B6NoemZ0z7rsj7SwAPTY7,Jonas B. Ingebretsen,The Start of a Journey (Prologue),DOMINANT
3XM3TD08DSAzl84yasWP1x,France Gall,"Ella, elle l'a",DOMINANT
0uHrMbMv3c78398pIANDqR,Joost,Europapa,DOMINANT
3FmGVePfqBiM5XESN35ZHK,Hozier,In A Week,DOMINANT
1Ukxccao1BlWrPhYkcXbwZ,Laufey,From The Start,DOMINANT
1ZCNdktzp1jXQtuQdS0yek,Jimmy Fontana,Il mondo,DOMINANT
0rcwROyUguj5RQa5pPKajI,Flyte,"Archie, Marry Me",DOMINANT
45S5WTQEGOB1VHr1Q4FuPl,Harry Styles,Golden,DOMINANT
0FlwhvrncUKrEAhzunmCKm,Noah Kahan,Forever,DOMINANT
4CevWKebcrg0qzZCI6vu9c,Olivia Dean,Danger,DOMINANT
6D5B3E15UpLkKyjVVofqyj,Ashe,I hope you die first,DOMINANT
3q9F3KoHnZ0qj53e0yxWYo,Julio Iglesias,"Un Dia Tu, Un Dia Yo",DOMINANT
1I9Pfp7ME8LRDuarPaBz3H,JEREMIAS,Egoist,DOMINANT
6kTYzaFXsPsLUtmacp0xVX,WhoMadeWho,UUUU,DOMINANT
5FJiSLoCEAV9fkX4oZd2ou,Shkoon,Lala,DOMINANT
1Hv1VTm8zeOeybub15mA2R,Sade,Smooth Operator - Single Version,DOMINANT
5MpHD0mgEJihrEtemavF5A,L'aupaire,Rollercoaster Girl,DOMINANT
1oOZJ4L6yqhTsX73r72Fss,Al Fredo,Ballerina - Acoustic Version,DOMINANT
0xves4YxPOR7PS1R6698M9,La Rue Kétanou,Sur les chemins de la bohême,DOMINANT
67yw6kP3lhXD8HRsvCVWtm,Ambala,Walk with the Dreamers,DOMINANT
4xLNuTEr4aBbU552Ka1QX3,Tiflis Transit,May,DOMINANT
3YV7ImEdD2moA9ZALYFbu1,Alan Dixon,Wala Ala Balo - Remix,DOMINANT
6fgbQt13JlpN59PytgTMsA,Red Hot Chili Peppers,Snow (Hey Oh),DOMINANT
3Owi7BjAeziHBYS0gLvHTQ,Bas,Passport Bros (with J. Cole),DOMINANT
0GQZojX9G6n6YADImDzYW4,Donato Dozzy,Parola - Rework,DOMINANT
4m2HnNRY6gnqAkWtHvhO2B,Gili Eidelson,Bamidbar,DOMINANT
5foz4U3rwtDfEgnBsxWFIi,Tunnelvisions,Guava - Extended Mix,DOMINANT
0AkkuwZhmEpyWuyDveBC2z,Kalabrese,Kafi Lied,DOMINANT
2OnVKpbC4WDedzVcoHjGBx,Shkoon,Al-Furat,DOMINANT
7IKCYYmFabJPaFPXn4atBX,&friends,Ode Ireti - Nitefreak Remix,DOMINANT
3g1jQEYJMHrJO9MWc6EBj9,Roy Rosenfeld,Kala,DOMINANT
6b37xrsNCWYIUphFBazqD6,Manu Chao,Me Gustas Tu,DOMINANT
2jdAk8ATWIL3dwT47XpRfu,John Mayer,Slow Dancing in a Burning Room,DOMINANT
71t3Es3zMKBKHuLizT30HS,Jane Birkin,Te souviens-tu ?,DOMINANT
1fqUqhhPKZehjiKNLkhZks,Ofenbach,Be Mine - Acoustic Version,DOMINANT
6Zw0NBdfr1VlVJjDRFwUe1,Moriarty,Jimmy,DOMINANT
3odNAKO2BckutP9mWOiNkN,Bigflo & Oli,Dommage - Acoustic,DOMINANT
7MTX3vevnm41xuEoPxWT3j,Al Stewart,Year of the Cat,DOMINANT
0ulTkL1C3xWMGS5VAaSQV9,Eric Clapton,Layla - Live,DOMINANT
7DFNE7NO0raLIUbgzY2rzm,Passenger,Let Her Go,DOMINANT
2hrsZWMTQBQzTOhtKxFQvm,Gizmo Varillas,No War,DOMINANT
5ZbEqivmDNj6DANcOsMMcR,Hadi Zeidan,Atab (Shab Abed Remake),DOMINANT
7gARZ2i5u5DHC1b1n1fML5,alt-J,Breezeblocks,DOMINANT
3U39SHdh7f7rGGv5SollUp,Manoo,Toukan - Dixon Rework,DOMINANT
2miIOgni3EEut8pvYcxeYn,Dire Straits,Six Blade Knife,DOMINANT
5j97tfPa0kGi0ieKQRiLRf,Crisologo,Trop beau,DOMINANT
5HDPtsnyb3maFmPL8LLUTG,Ed Sheeran,New Man,DOMINANT
3HKENICtez4Mz0tnUqpFIP,Michael Bublé,Save the Last Dance for Me,DOMINANT
0CETmgFGt8Ne8vLnaLcduU,John Mayer,Queen of California,DOMINANT
0KvgnmY3al4510sIsAA201,Robbie Williams,Ain't That A Kick In The Head,DOMINANT
33hDAIWk4wuIiI0FcGXN8G,Kensington,Done With It,DOMINANT
2L6lCxwA5qWbw4IWTSmct2,Rijnmondband,"Non, Non, Rien N'a Changer",DOMINANT
1v3lhrZEsOcazqR2QIyyRu,Selena Gomez,De Una Vez,DOMINANT
1dhMTsEZz6ZEquGvmzVoHn,Taylor Swift,The Alchemy,DOMINANT
3eZdNc8NgfLRHT13sotZaD,Tim Akers & the Smoking Section,Uptown Funk,DOMINANT
5XemvyG79fcKPl5lgbhplq,Devon Cole,W.I.T.C.H.,DOMINANT
2VjOTvl50tscmc0RDjPdr2,Dave,UK Rap,DOMINANT
1zi7xx7UVEFkmKfv06H8x0,Drake,One Dance,DOMINANT
47AUY6Kl6iiuSzZbOgwGF9,Trobi,Okee Shordy,DOMINANT
0O4XHiuVt3dBaOzSI49BtF,MHD,Bella,DOMINANT
2iRAGFv5AbqjEf1LL7yzgu,MHD,Bravo,DOMINANT
5e7W7nBD5KG2KHCnazm1Hz,SFB,Shutdown,DOMINANT
5W8OFf4lhZO0feWHR0Q7UG,Bokoesam,Go Go Club,DOMINANT
7IPKXYU2rTMnrLW5IZ7ZI5,Dave,Verdansk,DOMINANT
2R5QtRlttZTXXdom6Wol8j,Dopebwoy,Niet Alsof (feat. MHD),DOMINANT
6bOOQCWa2Asgjd8KlmWSNO,Machine Girl,Dance in the Fire,DOMINANT
7eChxNinWz10Maa2fB0rdR,EVABOY,RAW / BITCHES,DOMINANT
1ckxFDBKrcepE6pDmayXzP,Young Thug,Future Swag,DOMINANT
5R7Jzwvsp6ZjNs3ABaSTno,EVABOY,Beat the shit out of the person,DOMINANT
3vZ1u0jae8aWLknMRsQ2JQ,Merky ACE,Greaze - Machine Girl Mix,DOMINANT
3YVeaqhSFth8QAL45wO19L,Skrillex,RATATA,DOMINANT
60xS8hPFTPwjZwZ5b2091p,Bladee,TL;DR,DOMINANT
0ZDVI6PUnXePydGZL6Xo1k,Elias,Remember The Name,DOMINANT
3FLB3fPamSkdhHNK4vEDZl,Machine Girl,Vainglorious Chorus,DOMINANT
10P4luHAHr1o5kqDa8NDIU,quinn,i dont want that many friends in the first place,DOMINANT
3BfKUxdpnG24qXFYX2e5XU,Fabrizio Paterlini,Soffia la notte,DOMINANT
0ss80aDB5lOwjleseJxjK5,Kevin Penkin,Florence,DOMINANT
2g2Ggi6gqJiVD2knmkMEfM,Mélanie Laurent,Début,DOMINANT
1tLg4ZwpX9RYhgMlAXpe9R,Grandbrothers,Bloodflow,DOMINANT
1x7Ts6pnwIwOOo0vSMNndW,Her,Her,DOMINANT
4SxoponB2oxqjuOSNYhTjb,Bonobo,All In Forms,DOMINANT
5DFUsGW4Cmltv8Spd0u1aV,Max Richter,On The Nature Of Daylight,DOMINANT
1G2mAZQL8xfy9wRqC6fY6K,Jóhann Jóhannsson,A Sparrow Alighted upon our Shoulder,DOMINANT
1BncfTJAWxrsxyT9culBrj,Ludovico Einaudi,Experience,DOMINANT
3KjvdGGLX9oyAmPQGxTa2e,The Cinematic Orchestra,Time and Space,DOMINANT
2EvHzeExlZaNwMy4lackHj,Marnie,Gold,DOMINANT
3veZOXtPSzUqguE6dqhx8s,Susie Suh,Taste of Your Tears,DOMINANT
4swbhwQntmAugfZVaAHIjJ,Röyksopp,Senior Living,DOMINANT
0NFau842hXdPQxJLyA19Dc,Röyksopp,Sparks,DOMINANT
3rnHE4lsm2YvqNq7NizPHH,Röyksopp,The Ladder,DOMINANT
2cSUXR0BEkEA97sYtQWTeA,Röyksopp,In Space,DOMINANT
1ldg5fnZoLiVQSYWVWDrK5,Susanne Sundfør,When,DOMINANT
6bsk7eOCpgt7WllclJVrFg,Susanne Sundfør,Moments,DOMINANT
4uZZFyCJ9Yzj6zEJUP8sGs,To Athena,Es Näscht,DOMINANT
7FvMi5utqrYDCayehcjawJ,ionnalee,DUNES OF SAND,DOMINANT
